ID,LON,LAT,QUALITY,DATE,COUNTRY
"165874",105.6907,19.2136,"Unknown","2011","Viet Nam"
"165752",103.05,13,"Unknown","2011","Cambodia"
"164731",102.97,13.9,"Unknown","2011","Cambodia"
"164624",106.3099937912,20.5540381929,"Centroid Admin2","2011","Viet Nam"
"164581",108.7498033166,15.2499348254,"Centroid Admin2","2011","Viet Nam"
"164550",107.2908,16.7677,"Unknown","2011","Viet Nam"
"164549",107.25,16.667,"Centroid Admin3","2011","Viet Nam"
"164091",105.63893909,18.81964481,"Centroid Locality","2011","Viet Nam"
"164090",105.62267951,18.77600864,"Centroid Locality","2011","Viet Nam"
"164089",105.58870071,18.81929004,"Centroid Locality","2011","Viet Nam"
"164088",105.64027193,18.7855865,"Centroid Locality","2011","Viet Nam"
"164086",105.62881394,18.79839346,"Centroid Locality","2011","Viet Nam"
"164047",103.04,13.51,"Unknown","2011","Cambodia"
"163914",107.08539277,16.92597055,"Unknown","2011","Viet Nam"
"163913",107.27502598,16.72015914,"Unknown","2011","Viet Nam"
"163912",105.07743772,21.52704671,"Centroid Locality","2011","Viet Nam"
"163090",106.1601,21.7915,"Unknown","2011","Viet Nam"
"162778",105.9332477,10.0109719,"Centroid Admin3","2011","Viet Nam"
"162721",106.0612631,10.00190884,"Centroid Admin3","2011","Viet Nam"
"162623",106.2485265,21.89920544,"Centroid Admin3","2011","Viet Nam"
"162622",106.0374614,10.20585291,"Centroid Admin3","2011","Viet Nam"
"162621",106.0374614,10.20585291,"Centroid Admin3","2011","Viet Nam"
"162619",106.0957873,10.18595923,"Centroid Admin3","2011","Viet Nam"
"162617",105.9374276789,10.1034053336,"Centroid Admin2","2011","Viet Nam"
"162615",106.1265925,10.20578617,"Centroid Admin3","2011","Viet Nam"
"162485",108.7669876496,15.0634571137,"Centroid Admin2","2011","Viet Nam"
"162000",105.9625216,10.21309664,"Centroid Admin3","2011","Viet Nam"
"161950",108.7421196,15.10741643,"Centroid Admin3","2011","Viet Nam"
"161940",106.9300612175,16.7476838376,"Centroid Admin1","2011","Viet Nam"
"161830",108.777,14.965,"Exact","2011","Viet Nam"
"161829",105.85,22.157,"Exact","2011","Viet Nam"
"161828",106.109,20.602,"Exact","2011","Viet Nam"
"161820",108.3555783,12.56218994,"Centroid Admin3","2011","Viet Nam"
"161778",106.1842769,10.43864904,"Centroid Admin3","2011","Viet Nam"
"161776",106.1108846,10.43614016,"Centroid Admin3","2011","Viet Nam"
"161456",108.803966,15.2090423,"Centroid Admin3","2011","Viet Nam"
"160653",106.7214183,20.72008587,"Centroid Admin3","2011","Viet Nam"
"160651",106.1682871,20.37616659,"Centroid Admin3","2011","Viet Nam"
"160650",105.6983378,18.71906673,"Centroid Admin3","2011","Viet Nam"
"160649",107.3155777,16.74344188,"Centroid Admin3","2011","Viet Nam"
"160387",108.7097846,15.16312937,"Centroid Admin3","2011","Viet Nam"
"160386",109.1404876,13.84724785,"Centroid Admin3","2011","Viet Nam"
"160292",105.9337269,20.53815049,"Centroid Admin3","2011","Viet Nam"
"160241",106.7860874,20.92155849,"Centroid Admin3","2011","Viet Nam"
"160240",106.7828602,20.94246735,"Centroid Admin3","2011","Viet Nam"
"160188",105.8495103,21.57407065,"Centroid Admin3","2011","Viet Nam"
"160187",105.5985882,21.43640256,"Centroid Admin3","2011","Viet Nam"
"158708",107.9884725,14.30444443,"Centroid Admin3","2011","Viet Nam"
"158706",105.9781992,20.31914683,"Centroid Admin3","2011","Viet Nam"
"158641",106.3106355,21.48507431,"Centroid Admin3","2011","Viet Nam"
"158233",105.12,11.44,"Centroid Locality","2011","Cambodia"
