ID,LON,LAT,QUALITY,DATE,COUNTRY
"151007",104.999402,9.147541,"Centroid Admin3","2005","Viet Nam"
"151006",105.79781,19.895313,"Centroid Admin3","2005","Viet Nam"
"151005",105.579784,19.880893,"Centroid Admin3","2005","Viet Nam"
"151004",106.424872,10.552333,"Centroid Admin3","2005","Viet Nam"
"151003",106.405222,10.498901,"Centroid Admin3","2005","Viet Nam"
"151002",104.94684,9.185238,"Centroid Admin3","2005","Viet Nam"
"151001",105.001368,21.407161,"Centroid Admin3","2005","Viet Nam"
"151000",105.015126,21.386027,"Centroid Admin3","2005","Viet Nam"
"150999",105.065533,21.322978,"Centroid Admin3","2005","Viet Nam"
"150998",106.344633,20.89498,"Centroid Admin3","2005","Viet Nam"
"150997",106.183067,20.873158,"Centroid Admin3","2005","Viet Nam"
"150996",105.77154,19.758452,"Centroid Admin3","2005","Viet Nam"
"150995",105.714152,19.742748,"Centroid Admin3","2005","Viet Nam"
"150994",107.306442,11.205992,"Centroid Admin3","2005","Viet Nam"
"150993",106.541667,10.659482,"Centroid Admin3","2005","Viet Nam"
"150992",105.112734,10.585884,"Centroid Admin3","2005","Viet Nam"
"150991",106.518426,10.541529,"Centroid Admin3","2005","Viet Nam"
"150990",106.432554,10.331064,"Centroid Admin3","2005","Viet Nam"
"150989",106.353399,10.302889,"Centroid Admin3","2005","Viet Nam"
"150988",106.375348,10.298677,"Centroid Admin3","2005","Viet Nam"
"150987",106.247639,10.264295,"Centroid Admin3","2005","Viet Nam"
"150986",106.372911,10.255234,"Centroid Admin3","2005","Viet Nam"
"150985",105.709774,10.100317,"Centroid Admin3","2005","Viet Nam"
"150984",106.152173,10.068082,"Centroid Admin3","2005","Viet Nam"
"150983",105.807813,10.065754,"Centroid Admin3","2005","Viet Nam"
"150982",105.722663,10.026104,"Centroid Admin3","2005","Viet Nam"
"150981",106.112031,10.016729,"Centroid Admin3","2005","Viet Nam"
"150980",105.950874,9.715121,"Centroid Admin3","2005","Viet Nam"
"150979",105.422719,9.526282,"Centroid Admin3","2005","Viet Nam"
"150978",106.061867,9.519359,"Centroid Admin3","2005","Viet Nam"
"150977",105.489994,9.315767,"Centroid Admin3","2005","Viet Nam"
"150976",106.332849,20.922794,"Centroid Admin3","2005","Viet Nam"
"150975",108.26381,15.713901,"Centroid Admin3","2005","Viet Nam"
"150974",106.309598,10.835971,"Centroid Admin3","2005","Viet Nam"
"150973",106.494035,10.572575,"Centroid Admin3","2005","Viet Nam"
"150972",106.522199,10.451477,"Centroid Admin3","2005","Viet Nam"
"150971",105.734393,9.351105,"Centroid Admin3","2005","Viet Nam"
"150970",105.792441,21.253959,"Centroid Admin3","2005","Viet Nam"
"150969",106.374729,21.08714,"Centroid Admin3","2005","Viet Nam"
"150968",105.792021,21.069376,"Centroid Admin3","2005","Viet Nam"
"150967",105.845975,19.757168,"Centroid Admin3","2005","Viet Nam"
"150966",108.153693,15.88367,"Centroid Admin3","2005","Viet Nam"
"150965",108.493048,15.56834,"Centroid Admin3","2005","Viet Nam"
"150964",105.911431,11.314733,"Centroid Admin3","2005","Viet Nam"
"150963",106.268068,11.08941,"Centroid Admin3","2005","Viet Nam"
"150962",106.355691,10.619408,"Centroid Admin3","2005","Viet Nam"
"150961",106.378836,10.603908,"Centroid Admin3","2005","Viet Nam"
"150960",106.424872,10.552333,"Centroid Admin3","2005","Viet Nam"
"150959",106.051909,10.546913,"Centroid Admin3","2005","Viet Nam"
"150958",106.407075,10.540886,"Centroid Admin3","2005","Viet Nam"
"150957",106.456655,10.517628,"Centroid Admin3","2005","Viet Nam"
"150956",106.446559,10.486619,"Centroid Admin3","2005","Viet Nam"
"150955",106.43732,10.425262,"Centroid Admin3","2005","Viet Nam"
"150954",106.415108,10.370167,"Centroid Admin3","2005","Viet Nam"
"150953",105.617846,10.339625,"Centroid Admin3","2005","Viet Nam"
"150952",105.658087,10.327821,"Centroid Admin3","2005","Viet Nam"
"150951",106.760664,10.296653,"Centroid Admin3","2005","Viet Nam"
"150950",105.647525,10.070216,"Centroid Admin3","2005","Viet Nam"
"150949",105.842581,10.052114,"Centroid Admin3","2005","Viet Nam"
"150948",105.722663,10.026104,"Centroid Admin3","2005","Viet Nam"
"150947",105.583142,9.957847,"Centroid Admin3","2005","Viet Nam"
"150946",106.355319,9.854983,"Centroid Admin3","2005","Viet Nam"
"150945",105.511624,9.4319,"Centroid Admin3","2005","Viet Nam"
"150944",105.493274,9.360466,"Centroid Admin3","2005","Viet Nam"
"150943",105.489994,9.315767,"Centroid Admin3","2005","Viet Nam"
"150942",108.07643,15.827512,"Centroid Admin3","2005","Viet Nam"
"150941",105.728076,10.311822,"Centroid Admin3","2005","Viet Nam"
"150940",105.744363,10.277079,"Centroid Admin3","2005","Viet Nam"
"150939",106.108331,9.985274,"Centroid Admin3","2005","Viet Nam"
"150938",105.489994,9.315767,"Centroid Admin3","2005","Viet Nam"
"150937",105.015126,21.386027,"Centroid Admin3","2005","Viet Nam"
"150936",106.432325,20.970222,"Centroid Admin3","2005","Viet Nam"
"150935",106.638871,20.783874,"Centroid Admin3","2005","Viet Nam"
"150934",105.66152,10.512663,"Centroid Admin3","2005","Viet Nam"
"150933",106.547995,10.493405,"Centroid Admin3","2005","Viet Nam"
"150932",105.68969,10.484713,"Centroid Admin3","2005","Viet Nam"
"150931",106.123161,10.376088,"Centroid Admin3","2005","Viet Nam"
"150930",106.340353,10.264821,"Centroid Admin3","2005","Viet Nam"
"150929",105.604469,10.176587,"Centroid Admin3","2005","Viet Nam"
"150928",105.914913,10.11246,"Centroid Admin3","2005","Viet Nam"
"150927",105.677189,10.108732,"Centroid Admin3","2005","Viet Nam"
"150926",106.112031,10.016729,"Centroid Admin3","2005","Viet Nam"
"150925",105.493274,9.360466,"Centroid Admin3","2005","Viet Nam"
"150924",106.424872,10.552333,"Centroid Admin3","2005","Viet Nam"
"150923",105.362906,23.287681,"Centroid Admin3","2005","Viet Nam"
"150922",105.211066,23.148742,"Centroid Admin3","2005","Viet Nam"
"150921",105.800351,21.108909,"Centroid Admin3","2005","Viet Nam"
"150920",106.030791,21.046789,"Centroid Admin3","2005","Viet Nam"
"150919",106.077564,21.033401,"Centroid Admin3","2005","Viet Nam"
"150918",105.761366,20.994247,"Centroid Admin3","2005","Viet Nam"
"150917",106.223369,20.981525,"Centroid Admin3","2005","Viet Nam"
"150916",105.553933,19.222537,"Centroid Admin3","2005","Viet Nam"
"150915",106.964809,10.97354,"Centroid Admin3","2005","Viet Nam"
"150914",105.051073,10.897118,"Centroid Admin3","2005","Viet Nam"
"150913",105.625197,10.862037,"Centroid Admin3","2005","Viet Nam"
"150912",106.521603,10.689019,"Centroid Admin3","2005","Viet Nam"
"150911",106.449519,10.629607,"Centroid Admin3","2005","Viet Nam"
"150910",105.753193,10.547122,"Centroid Admin3","2005","Viet Nam"
"150909",105.866136,10.506757,"Centroid Admin3","2005","Viet Nam"
"150908",106.40829,10.473068,"Centroid Admin3","2005","Viet Nam"
"150907",106.365626,10.403432,"Centroid Admin3","2005","Viet Nam"
"150906",106.760664,10.296653,"Centroid Admin3","2005","Viet Nam"
"150905",106.499443,10.209587,"Centroid Admin3","2005","Viet Nam"
"150904",105.604469,10.176587,"Centroid Admin3","2005","Viet Nam"
"150903",106.148213,10.035189,"Centroid Admin3","2005","Viet Nam"
"150902",105.763558,10.015909,"Centroid Admin3","2005","Viet Nam"
"150901",105.529521,9.557177,"Centroid Admin3","2005","Viet Nam"
