ID,LON,LAT,QUALITY,DATE,COUNTRY
"179167",105.4933907823,20.8806790568,"Centroid Admin2","2013","Viet Nam"
"177509",103.44,13.11,"Unknown","2013","Cambodia"
"175057",103.85,13.3,"Unknown","2013","Cambodia"
"174988",103.8496313286,13.3335278183,"Centroid Admin2","2013","Cambodia"
"174973",104.9116803727,10.256422496,"Centroid Admin2","2013","Viet Nam"
"174911",103.1215658912,21.2885765451,"Centroid Admin2","2013","Viet Nam"
"174843",104.33,10.81,"Unknown","2013","Cambodia"
"174793",105.23,12.08,"Unknown","2013","Cambodia"
"174792",105.53,12.37,"Unknown","2013","Cambodia"
"174711",106.36362,11.099089,"Centroid Admin2","2013","Viet Nam"
"174556",106.1341671381,11.1396754882,"Centroid Admin2","2013","Viet Nam"
"174481",104.66,11.32,"Unknown","2013","Cambodia"
"174431",104.94,11.13,"Unknown","2013","Cambodia"
"174296",109.3093742307,12.7630963974,"Centroid Admin2","2013","Viet Nam"
"6778",106.128382403742,10.2047720821066,"Centroid Admin3","2013","Viet Nam"
"6783",106.210590239927,10.3540164459797,"Centroid Admin3","2013","Viet Nam"
"6807",106.037291962604,10.0960359746479,"Centroid Admin3","2013","Viet Nam"
"6814",105.116058420791,9.81416077911681,"Centroid Admin3","2013","Viet Nam"
"6817",106.0211916517,20.1711281564932,"Centroid Admin3","2013","Viet Nam"
"6824",105.631616250081,18.745513664078,"Centroid Admin3","2013","Viet Nam"
"6831",109.11125942979,12.5066505816052,"Centroid Admin3","2013","Viet Nam"
"6869",106.151030311351,10.0978938989667,"Centroid Admin3","2013","Viet Nam"
"6871",105.619855044638,9.97909349287414,"Centroid Admin3","2013","Viet Nam"
"6874",104.94177494731,8.64428512083575,"Centroid Admin3","2013","Viet Nam"
"6976",106.170700888807,20.8739047619656,"Centroid Admin3","2013","Viet Nam"
"6977",106.575877423133,20.7527613972702,"Centroid Admin3","2013","Viet Nam"
"6978",109.149609493644,12.5619189740559,"Centroid Admin3","2013","Viet Nam"
"6979",109.044172668288,12.6135490209768,"Centroid Admin3","2013","Viet Nam"
"6980",109.09416265339,12.5287727301983,"Centroid Admin3","2013","Viet Nam"
"6981",108.956295104808,12.5499345174471,"Centroid Admin3","2013","Viet Nam"
"6982",109.140510682338,12.5287448020628,"Centroid Admin3","2013","Viet Nam"
"6983",109.089834238504,12.4867263409538,"Centroid Admin3","2013","Viet Nam"
"6984",109.167177982465,12.4996130938271,"Centroid Admin3","2013","Viet Nam"
"6985",109.218863579615,12.4540804696243,"Centroid Admin3","2013","Viet Nam"
"6986",109.175120532449,12.7496509543191,"Centroid Admin3","2013","Viet Nam"
"6987",109.144674983906,12.6841583543849,"Centroid Admin3","2013","Viet Nam"
"6988",109.261854056641,12.7741848229898,"Centroid Admin3","2013","Viet Nam"
"6989",109.160531606641,12.2524783730609,"Centroid Admin3","2013","Viet Nam"
"6990",106.167809756577,11.1383968303849,"Centroid Admin3","2013","Viet Nam"
"6991",106.088806937124,11.3674500581304,"Centroid Admin3","2013","Viet Nam"
"6992",105.226263580345,9.37707503034377,"Centroid Admin3","2013","Viet Nam"
"6993",104.948628013778,9.18422983416948,"Centroid Admin3","2013","Viet Nam"
"6994",105.797740012921,9.74678611545468,"Centroid Admin3","2013","Viet Nam"
"6995",109.088591044494,12.4705055327053,"Centroid Admin3","2013","Viet Nam"
"6996",109.189316349441,12.5401869884809,"Centroid Admin3","2013","Viet Nam"
"6997",109.149609493644,12.5619189740559,"Centroid Admin3","2013","Viet Nam"
"6998",109.039124311577,12.5062541987831,"Centroid Admin3","2013","Viet Nam"
"6999",108.956295104808,12.5499345174471,"Centroid Admin3","2013","Viet Nam"
"7000",105.633225267912,18.6675556801876,"Centroid Admin3","2013","Viet Nam"
"7001",103.037904383592,21.355494560725,"Centroid Admin3","2013","Viet Nam"
"7002",109.089834238504,12.4867263409538,"Centroid Admin3","2013","Viet Nam"
"7003",104.920783922243,10.1908041731391,"Centroid Admin3","2013","Viet Nam"
"7004",108.633579426703,12.8159666975327,"Centroid Admin3","2013","Viet Nam"
"7005",105.771292239743,20.3317428375548,"Centroid Admin3","2013","Viet Nam"
"7006",106.200162764403,11.1025815889369,"Centroid Admin3","2013","Viet Nam"
"7007",106.069800500161,20.7350258806254,"Centroid Admin3","2013","Viet Nam"
"7008",106.165017997224,21.0986604477178,"Centroid Admin3","2013","Viet Nam"
"7009",106.043637902878,9.70906761694398,"Centroid Admin3","2013","Viet Nam"
"7010",109.079749869248,12.6670038070055,"Centroid Admin3","2013","Viet Nam"
"7011",109.153701933241,12.4734784622606,"Centroid Admin3","2013","Viet Nam"
"7012",109.097276701152,12.1212739947491,"Centroid Admin3","2013","Viet Nam"
"7013",109.275441846087,12.8005620581757,"Centroid Admin3","2013","Viet Nam"
"7023",106.084059363118,9.62595546919952,"Centroid Admin3","2013","Viet Nam"
"7024",108.975808714029,11.5852867395128,"Centroid Admin3","2013","Viet Nam"
"7025",106.229422718943,10.4159339677441,"Centroid Admin3","2013","Viet Nam"
