ID,LON,LAT,QUALITY,DATE,COUNTRY
"174017",99.74365,16.82758,"Centroid Admin2","2007","Thailand"
"174016",100.58328,16.82084,"Centroid Admin2","2007","Thailand"
"174015",99.97697,16.93055,"Centroid Admin2","2007","Thailand"
"173561",100.10776,13.92318,"Centroid Admin1","2007","Thailand"
"173527",102.66,17.91,"Unknown","2007","Lao People's Democratic Republic"
"150206",107.917261,21.534081,"Centroid Admin3","2007","Viet Nam"
"150204",105.653546,21.268385,"Centroid Admin3","2007","Viet Nam"
"150203",105.64963,21.26913,"Centroid Admin3","2007","Viet Nam"
"150200",105.970174,20.297011,"Centroid Admin3","2007","Viet Nam"
"150197",107.019291,16.960974,"Centroid Admin3","2007","Viet Nam"
"150196",107.238199,16.773851,"Centroid Admin3","2007","Viet Nam"
"150195",105.437398,10.200308,"Centroid Admin3","2007","Viet Nam"
"150194",105.98706,9.554908,"Centroid Admin3","2007","Viet Nam"
"150189",105.007795,8.960226,"Centroid Admin3","2007","Viet Nam"
"150185",105.737314,9.384192,"Centroid Admin3","2007","Viet Nam"
"150175",105.296503,8.876664,"Centroid Admin3","2007","Viet Nam"
"146930",106.579576,22.891315,"Centroid Admin3","2007","Viet Nam"
"146929",105.940229,22.85709,"Centroid Admin3","2007","Viet Nam"
"146928",106.644418,22.82166,"Centroid Admin3","2007","Viet Nam"
"146927",106.594777,22.815874,"Centroid Admin3","2007","Viet Nam"
"146926",106.518266,22.789299,"Centroid Admin3","2007","Viet Nam"
"146924",106.082662,22.597827,"Centroid Admin3","2007","Viet Nam"
"146922",106.324743,22.54006,"Centroid Admin3","2007","Viet Nam"
"146907",103.739199,21.435584,"Centroid Admin3","2007","Viet Nam"
"146906",103.693577,21.434742,"Centroid Admin3","2007","Viet Nam"
"146904",102.95391,21.40895,"Centroid Admin3","2007","Viet Nam"
"146903",103.00589,21.404404,"Centroid Admin3","2007","Viet Nam"
"146901",102.956528,21.38097,"Centroid Admin3","2007","Viet Nam"
"146900",102.956528,21.38097,"Centroid Admin3","2007","Viet Nam"
"146899",102.956528,21.38097,"Centroid Admin3","2007","Viet Nam"
"146898",103.029589,21.373098,"Centroid Admin3","2007","Viet Nam"
"146897",102.952992,21.364784,"Centroid Admin3","2007","Viet Nam"
"146896",103.036008,21.356446,"Centroid Admin3","2007","Viet Nam"
"146895",103.036008,21.356446,"Centroid Admin3","2007","Viet Nam"
"146894",105.969128,21.355923,"Centroid Admin3","2007","Viet Nam"
"146893",105.969128,21.355923,"Centroid Admin3","2007","Viet Nam"
"146892",105.969128,21.355923,"Centroid Admin3","2007","Viet Nam"
"146891",105.969128,21.355923,"Centroid Admin3","2007","Viet Nam"
"146890",105.969128,21.355923,"Centroid Admin3","2007","Viet Nam"
"146889",105.914373,21.351148,"Centroid Admin3","2007","Viet Nam"
"146887",106.859468,21.344267,"Centroid Admin3","2007","Viet Nam"
"146886",106.859468,21.344267,"Centroid Admin3","2007","Viet Nam"
"146885",106.859468,21.344267,"Centroid Admin3","2007","Viet Nam"
"146884",106.859468,21.344267,"Centroid Admin3","2007","Viet Nam"
"146883",106.859468,21.344267,"Centroid Admin3","2007","Viet Nam"
"146882",105.875095,21.339975,"Centroid Admin3","2007","Viet Nam"
"146880",102.976324,21.336706,"Centroid Admin3","2007","Viet Nam"
"146879",102.976324,21.336706,"Centroid Admin3","2007","Viet Nam"
"146878",105.349546,21.324624,"Centroid Admin3","2007","Viet Nam"
"146877",105.349546,21.324624,"Centroid Admin3","2007","Viet Nam"
"146876",105.349546,21.324624,"Centroid Admin3","2007","Viet Nam"
"146875",105.349546,21.324624,"Centroid Admin3","2007","Viet Nam"
"146873",103.034527,21.310775,"Centroid Admin3","2007","Viet Nam"
"146872",103.034527,21.310775,"Centroid Admin3","2007","Viet Nam"
"146869",106.824913,21.296342,"Centroid Admin3","2007","Viet Nam"
"146868",106.21521,21.294677,"Centroid Admin3","2007","Viet Nam"
